_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
939256,4154543,2017.0,2020.0,1950.0,PRIVATE,8,Eglinton-Lawrence,47 WASDALE CRES,3,28,2020-11-18,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.73026578859999,-79.4369391147,309864.775,4843146.886
939257,4153513,2017.0,2020.0,1929.0,PRIVATE,13,Toronto Centre,64 WELLESLEY ST E,5,60,2020-11-18,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,,S1322,43.665901023,-79.381806918,314316.12100000004,4836002.031
939258,4153505,2019.0,2020.0,1931.0,PRIVATE,13,Toronto Centre,110 WELLESLEY ST E,6,48,2020-11-18,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,,S1322,43.666837468100006,-79.3774688112,314666.097,4836105.602
939259,4155035,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,641 VAUGHAN RD,4,45,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,3.0,,S1222,43.693235288800004,-79.4417901487,309476.779,4839032.662
939260,4154507,2017.0,2020.0,1950.0,PRIVATE,8,Eglinton-Lawrence,24 WASDALE CRES,3,11,2020-11-18,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,N0823,43.730975673,-79.4363599981,309911.368,4843225.786
939261,4154067,2017.0,2020.0,1960.0,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,3.0,,S1924,43.707880094,-79.302844655,320715.28,4840691.633
939262,4154066,2017.0,2020.0,1955.0,PRIVATE,19,Beaches-East York,2892 ST CLAIR AVE E,4,34,2020-11-18,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.70796583,-79.30242735899999,320686.3,4840682.162
939263,4154063,2017.0,2020.0,1956.0,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2020-11-18,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,S1924,43.708477676,-79.3002028238,320886.13,4840743.72
939264,4154062,2017.0,2020.0,1956.0,PRIVATE,19,Beaches-East York,2922 ST CLAIR AVE E,4,16,2020-11-18,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.7085088591,-79.2998972117,320910.751,4840747.242
939265,4154790,2017.0,2020.0,1950.0,PRIVATE,16,Don Valley East,2 THE DONWAY E,4,40,2020-11-18,83,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1627,43.73286948689999,-79.3418228518,317526.80100000004,4843446.279
939266,4153066,2017.0,2020.0,1966.0,PRIVATE,4,Parkdale-High Park,55 TRILLER AVE,22,294,2020-11-18,74,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,S0435,43.6399998042,-79.4436738938,309328.92600000004,4833118.38
939267,4154789,2017.0,2020.0,1950.0,PRIVATE,16,Don Valley East,4 THE DONWAY E,4,40,2020-11-18,81,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1627,43.7330607404,-79.340845323,317590.11699999997,4843465.219
939268,4153507,2017.0,2020.0,1888.0,PRIVATE,13,Toronto Centre,510 JARVIS ST,3,16,2020-11-18,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1322,43.66751677640001,-79.3792333809,314523.675,4836180.868
939269,4154080,2017.0,2020.0,1962.0,TCHC,19,Beaches-East York,9 HALDON AVE,6,200,2020-11-18,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1926,43.698524498000005,-79.311523697,319975.998,4839636.799
939270,4152919,2017.0,2020.0,1910.0,PRIVATE,4,Parkdale-High Park,29 JANE ST,3,18,2020-11-18,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,3.0,,S0426,43.6502220463,-79.4843917868,306043.476,4834252.688999999
939271,4152583,2017.0,2020.0,1954.0,PRIVATE,20,Scarborough Southwest,62 GLEN EVEREST RD,4,46,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.702519583000004,-79.253065845,324686.511,4840092.937
939272,4152932,2017.0,2020.0,1926.0,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2020-11-18,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,S0428,43.6538760484,-79.46498174060001,307609.12899999996,4834659.06
939273,4153034,2017.0,2020.0,1957.0,PRIVATE,4,Parkdale-High Park,177 JAMESON AVE,7,73,2020-11-18,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0436,43.6385987342,-79.4361728843,309934.239,4832963.146000001
939274,4153678,2017.0,2020.0,1950.0,PRIVATE,19,Beaches-East York,156 KINGSTON RD,4,62,2020-11-17,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1937,43.671139903900006,-79.3114153921,319991.88,4836593.512
939275,4155252,2018.0,2020.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,167 STEPHEN DR,4,44,2020-11-17,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0327,43.6392913192,-79.4876408475,305781.53,4833038.307
939276,4153503,,2020.0,1925.0,PRIVATE,13,Toronto Centre,135 EARL PL,4,16,2020-11-17,75,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,,S1322,43.6680405937,-79.3779246146,314633.659,4836247.873
939277,4156523,2017.0,2020.0,1950.0,PRIVATE,2,Etobicoke Centre,4750 DUNDAS ST W,4,14,2020-11-17,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,4.0,,W0229,43.652601481000005,-79.525645179,302689.55199999997,4834490.961
939278,4156289,2017.0,2020.0,1950.0,PRIVATE,2,Etobicoke Centre,4752 DUNDAS ST W,4,14,2020-11-17,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,5.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,4.0,,W0229,43.652394933000004,-79.525845839,302688.053,4834472.61
939279,4153614,2019.0,2020.0,1929.0,PRIVATE,14,Toronto-Danforth,778 BROADVIEW AVE,3,39,2020-11-17,95,Evaluation needs to be conducted in 3 years,15,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,,,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,,S1424,43.676873305,-79.359171766,316139.547,4837223.834
939280,4153695,2017.0,2020.0,1935.0,PRIVATE,19,Beaches-East York,737 KINGSTON RD,4,24,2020-11-17,70,Evaluation needs to be conducted in 2 years,14,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,,S1939,43.679351624300004,-79.2950478424,321309.51300000004,4837508.933
939281,4155429,2017.0,2020.0,1968.0,PRIVATE,1,Etobicoke North,2329 KIPLING AVE,5,40,2020-11-17,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,,4.0,,3.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,W0130,43.73188797939999,-79.5760047964,298661.68,4843328.069
939282,4153691,2017.0,2020.0,1920.0,PRIVATE,19,Beaches-East York,441 KINGSTON RD,3,15,2020-11-17,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1938,43.6767157275,-79.303971101,320590.73,4837214.351
939283,4153693,2017.0,2020.0,1950.0,PRIVATE,19,Beaches-East York,567 KINGSTON RD,4,15,2020-11-17,72,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,,3.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S1939,43.678222999999996,-79.30005820699999,320905.57,4837383.518
939284,4153694,2017.0,2020.0,1940.0,PRIVATE,19,Beaches-East York,569 KINGSTON RD,4,15,2020-11-17,73,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,4.0,4.0,,3.0,,4.0,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S1939,43.6783240562,-79.29962127270001,320941.034,4837393.877
939285,4154001,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,211 EGLINTON AVE W,3,31,2020-11-17,83,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1227,43.705039078,-79.405292084,312417.183,4840347.741
939286,4153939,2017.0,2020.0,1955.0,PRIVATE,12,Toronto-St. Paul's,50 OXTON AVE,3,32,2020-11-17,85,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,S1226,43.697686003,-79.4052912228,312418.44800000003,4839529.862
939287,4153650,2017.0,2020.0,1990.0,PRIVATE,14,Toronto-Danforth,768 PAPE AVE,3,15,2020-11-17,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,S1425,43.681065593599996,-79.3460950974,317193.343,4837690.477
939288,4154003,2017.0,2020.0,1930.0,PRIVATE,12,Toronto-St. Paul's,486 ORIOLE PKWY,3,21,2020-11-17,75,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,,S1227,43.704467093599995,-79.4062239915,312342.413,4840283.156
939289,4154257,2017.0,2020.0,1960.0,PRIVATE,7,Humber River-Black Creek,3 DAMASK AVE,3,10,2020-11-17,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,3.0,3.0,3.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0728,43.7416935323,-79.5396641026,301589.804,4844415.3319999995
939290,4154578,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,30 VINCI CRES,4,33,2020-11-17,84,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0629,43.736994196000005,-79.4460498433,309130.334,4843893.855
939291,4154504,2017.0,2020.0,1990.0,PRIVATE,8,Eglinton-Lawrence,49 NEPTUNE DR,3,10,2020-11-17,72,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,4.0,3.0,4.0,,3.0,,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,N0823,43.731455829,-79.435410014,309987.593,4843280.143999999
939292,4154515,2017.0,2020.0,1960.0,PRIVATE,8,Eglinton-Lawrence,52 NEPTUNE DR,3,12,2020-11-17,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,1.0,4.0,4.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,N0823,43.732014889,-79.434846428,310032.945,4843342.289
939293,4154516,2017.0,2020.0,1955.0,PRIVATE,8,Eglinton-Lawrence,54 NEPTUNE DR,3,11,2020-11-17,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,2.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,N0823,43.73237107600001,-79.435213823,310003.317,4843381.834
939294,4155379,2017.0,2020.0,1968.0,PRIVATE,2,Etobicoke Centre,328 THE WEST MALL,3,32,2020-11-17,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,,W0233,43.637313338599995,-79.564053632,299616.185,4832820.397
939295,4155253,2017.0,2020.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,193 STEPHEN DR,3,10,2020-11-17,88,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.640715018,-79.488178586,305737.446,4833198.606000001
939296,4155124,2017.0,2020.0,1995.0,SOCIAL HOUSING,5,York South-Weston,1296 WESTON RD,5,24,2020-11-17,88,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,W0531,43.689065737700005,-79.4960622799,305092.365,4838574.571
939297,4155203,2017.0,2020.0,1958.0,PRIVATE,4,Parkdale-High Park,4070 OLD DUNDAS ST,5,48,2020-11-17,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0421,43.662865718,-79.504063965,304456.251,4835658.188999999
939298,4154594,2017.0,2020.0,1960.0,PRIVATE,6,York Centre,3886 BATHURST ST,4,28,2020-11-17,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,5.0,,4.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,,N0629,43.7425586658,-79.4358613114,309950.559,4844512.5819999995
939299,4153630,2017.0,2020.0,1927.0,PRIVATE,14,Toronto-Danforth,245-247 LOGAN AVE,4,21,2020-11-17,88,Evaluation needs to be conducted in 3 years,16,5.0,5.0,5.0,5.0,3.0,5.0,,4.0,,4.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,,,S1441,,,317503.543,4835393.504
939300,4154002,2017.0,2020.0,1940.0,PRIVATE,12,Toronto-St. Paul's,166 EASTBOURNE AVE,3,21,2020-11-17,74,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,S1227,43.7051010779,-79.40500513229999,312440.564,4840353.701
939301,4152579,2017.0,2020.0,1971.0,PRIVATE,20,Scarborough Southwest,23 GLEN EVEREST RD,3,11,2020-11-17,78,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2035,43.700017847,-79.2530664991,324687.562,4839814.06
939302,4167788,2017.0,2020.0,1971.0,PRIVATE,20,Scarborough Southwest,25 GLEN EVEREST RD,3,11,2020-11-17,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,E2035,43.7001107344,-79.2530513006,324688.756,4839824.383
939303,4152580,2017.0,2020.0,1971.0,PRIVATE,20,Scarborough Southwest,27 GLEN EVEREST RD,3,11,2020-11-17,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2035,43.7005566696,-79.2528798583,324702.42600000004,4839873.966
939304,4167688,2017.0,2020.0,1971.0,PRIVATE,20,Scarborough Southwest,29 GLEN EVEREST RD,3,11,2020-11-17,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,E2035,43.7006703636,-79.2528221569,324707.039,4839886.6110000005
939305,4152581,2017.0,2020.0,1971.0,PRIVATE,20,Scarborough Southwest,31-33 GLEN EVEREST RD,3,22,2020-11-17,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,,4.0,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,E2035,43.700613718,-79.2522439531,324702.93,4839900.186000001
939306,4153031,2018.0,2020.0,1965.0,PRIVATE,4,Parkdale-High Park,157 JAMESON AVE,6,66,2020-11-17,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,,S0436,43.6376650671,-79.435751998,309968.274,4832859.448
939307,4153032,2018.0,2020.0,1965.0,PRIVATE,4,Parkdale-High Park,165 JAMESON AVE,7,82,2020-11-17,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,S0436,43.63799773979999,-79.4358904855,309957.07300000003,4832896.397
939308,4156232,2017.0,2020.0,1969.0,TCHC,5,York South-Weston,101 HUMBER BLVD,14,246,2020-11-17,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,W0539,43.679802556000006,-79.4820189606,306234.164,4837538.915
939309,4153046,2017.0,2020.0,1960.0,PRIVATE,4,Parkdale-High Park,83 INDIAN RD,5,21,2020-11-17,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,,S0434,43.642240012799995,-79.4533563133,308547.591,4833366.778
939310,4154523,2017.0,2020.0,1956.0,PRIVATE,8,Eglinton-Lawrence,20 HOTSPUR RD,3,12,2020-11-17,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,1.0,4.0,3.0,4.0,,4.0,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.7331587008,-79.4345882213,310034.957,4843456.2639999995
939311,4154525,2017.0,2020.0,1952.0,PRIVATE,8,Eglinton-Lawrence,24 HOTSPUR RD,3,10,2020-11-17,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.733065925,-79.4350942032,309994.88399999996,4843443.039
939312,4155273,,2020.0,1961.0,PRIVATE,3,Etobicoke-Lakeshore,28 RIVERWOOD PKWY,7,58,2020-11-17,79,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,4.0,3.0,,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.6393299361,-79.4902695407,305569.433,4833042.572
939313,4153508,2017.0,2020.0,1968.0,PRIVATE,13,Toronto Centre,100 WELLESLEY ST E,28,427,2020-11-17,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,S1322,43.6665543282,-79.3792025495,314526.32,4836073.948
939314,4153504,2017.0,2020.0,1928.0,PRIVATE,13,Toronto Centre,138 WELLESLEY ST E,3,26,2020-11-17,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,,,S1322,43.6668236077,-79.3771743291,314689.849,4836104.096
939315,4155250,2017.0,2020.0,1955.0,PRIVATE,3,Etobicoke-Lakeshore,143 STEPHEN DR,5,31,2020-11-17,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,W0327,43.638681755200004,-79.4872228094,305815.067,4832975.459
939316,4155251,2017.0,2020.0,1960.0,PRIVATE,3,Etobicoke-Lakeshore,159 STEPHEN DR,4,24,2020-11-17,85,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,W0327,43.6389598462,-79.4872934251,305809.566,4833001.4860000005
939317,4155091,2017.0,2020.0,1953.0,PRIVATE,5,York South-Weston,2558 EGLINTON AVE W,4,29,2020-11-17,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,5.0,3.0,,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0533,43.691135465,-79.471860488,307052.604,4838799.09
939318,4153609,2017.0,2020.0,1910.0,PRIVATE,14,Toronto-Danforth,648 BROADVIEW AVE,3,11,2020-11-16,81,Evaluation needs to be conducted in 2 years,16,5.0,5.0,4.0,3.0,5.0,5.0,,5.0,,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,,S1428,43.6734656352,-79.3567572276,316335.147,4836844.637
939319,4155125,2017.0,2020.0,1960.0,PRIVATE,5,York South-Weston,1321 WESTON RD,3,10,2020-11-16,74,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,4.0,,,W0531,43.6898644553,-79.4968078854,305041.755,4838656.633
939320,4153619,2017.0,2020.0,1940.0,PRIVATE,14,Toronto-Danforth,846-850 BROADVIEW AVE,3,24,2020-11-16,94,Evaluation needs to be conducted in 3 years,16,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,,,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,S1424,,,316188.231,4837458.031
939321,4155287,2017.0,2020.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,2 KINGS POINT DR,4,16,2020-11-16,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,5.0,,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,W0327,43.639372903,-79.4944231531,305234.286,4833047.319
939322,4155286,2017.0,2020.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2020-11-16,80,Evaluation needs to be conducted in 2 years,17,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,W0327,43.6395029387,-79.4940316467,305265.876,4833061.767
939323,4155285,2017.0,2020.0,1950.0,PRIVATE,3,Etobicoke-Lakeshore,6 KINGS POINT DR,3,16,2020-11-16,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,W0327,43.639609569499996,-79.49364600310001,305296.993,4833073.615
939324,4155284,2018.0,2020.0,1953.0,PRIVATE,3,Etobicoke-Lakeshore,8 KINGS POINT DR,5,16,2020-11-16,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,W0327,43.6396821871,-79.4933367622,305321.945,4833081.683999999
939325,4155130,2017.0,2020.0,1969.0,PRIVATE,5,York South-Weston,24 PINEHILL CRES,4,29,2020-11-16,71,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,4.0,5.0,,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,W0531,43.688323353,-79.50178938,304639.897,4838486.396000001
939326,4155653,2017.0,2020.0,1968.0,TCHC,5,York South-Weston,190 WOOLNER AVE,16,304,2020-11-16,68,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,W0539,43.672697749099996,-79.4906805093,305535.86100000003,4836749.508
939327,4155196,2017.0,2020.0,1979.0,TCHC,5,York South-Weston,55 OUTLOOK AVE,12,275,2020-11-16,72,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,W0535,43.678446839799996,-79.49624040329999,305087.49600000004,4837388.185
